TF_Locus,Matrix_ID,Matrix_Type,Family
AT1G72050,TFmatrixID_0973,Direct,C2H2
AT1G72360,TFmatrixID_0761,Direct,ERF
AT1G72360,TFmatrixID_0782,Direct,ERF
AT1G72360,TFmatrixID_0072,Inferred,ERF
AT1G72360,TFmatrixID_0075,Inferred,ERF
AT1G72360,TFmatrixID_0059,Inferred,ERF
AT1G72570,TFmatrixID_0539,Inferred,AP2
AT1G72570,TFmatrixID_0516,Inferred,AP2
AT1G72740,TFmatrixID_1259,Direct,MYB_related
AT1G72740,TFmatrixID_1238,Direct,MYB_related
AT1G72830,TF_motif_seq_0257,Direct,NF-YA
AT1G73360,TFmatrixID_0280,Direct,HD-ZIP
AT1G73360,TFmatrixID_1082,Direct,HD-ZIP
AT1G73730,TFmatrixID_0254,Direct,EIL
AT1G73730,TFmatrixID_1016,Direct,EIL
AT1G73830,TFmatrixID_0179,Inferred,bHLH
AT1G73830,TFmatrixID_0163,Inferred,bHLH
AT1G73830,TFmatrixID_0174,Inferred,bHLH
AT1G73830,TFmatrixID_0161,Inferred,bHLH
AT1G73830,TFmatrixID_0169,Inferred,bHLH
AT1G74370,TFmatrixID_0993,Direct,NA
AT1G74480,TFmatrixID_1380,Direct,Nin-like
AT1G74480,TFmatrixID_1381,Direct,Nin-like
AT1G74650,TFmatrixID_1187,Direct,MYB
AT1G74650,TFmatrixID_0346,Inferred,MYB
AT1G74650,TFmatrixID_1145,Direct,MYB
AT1G74840,TFmatrixID_0339,Direct,MYB_related
AT1G74840,TFmatrixID_1248,Direct,MYB_related
AT1G74840,TFmatrixID_1265,Direct,MYB_related
AT1G74930,TFmatrixID_0595,Direct,ERF
AT1G74930,TFmatrixID_0064,Direct,ERF
AT1G74930,TFmatrixID_0596,Direct,ERF
AT1G75080,TFmatrixID_0880,Direct,BES1
AT1G75080,TFmatrixID_0495,Direct,BES1
AT1G75240,TFmatrixID_1512,Direct,ZF-HD
AT1G75240,TF_motif_seq_0241,Direct,ZF-HD
AT1G75240,TFmatrixID_1510,Direct,ZF-HD
AT1G75390,TFmatrixID_0858,Direct,bZIP
AT1G75390,TFmatrixID_0869,Direct,bZIP
AT1G75390,TFmatrixID_0545,Inferred,bZIP
AT1G75390,TFmatrixID_0546,Inferred,bZIP
AT1G75390,TFmatrixID_0483,Inferred,bZIP
AT1G75490,TFmatrixID_0755,Direct,ERF
AT1G75490,TF_motif_seq_0292,Direct,ERF
AT1G75490,TFmatrixID_0731,Direct,ERF
AT1G75490,TFmatrixID_0066,Direct,ERF
AT1G75520,TF_motif_seq_0355,Direct,SRS
AT1G76110,TFmatrixID_0791,Direct,NA
AT1G76110,TFmatrixID_0789,Direct,NA
AT1G76420,TFmatrixID_0388,Inferred,NAC
AT1G76420,TFmatrixID_1316,Direct,NAC
AT1G76420,TFmatrixID_0396,Inferred,NAC
AT1G76420,TFmatrixID_1350,Direct,NAC
AT1G76420,TFmatrixID_0393,Inferred,NAC
AT1G76420,TFmatrixID_0386,Inferred,NAC
AT1G76420,TFmatrixID_0394,Inferred,NAC
AT1G76420,TFmatrixID_0390,Inferred,NAC
AT1G76420,TFmatrixID_0391,Inferred,NAC
AT1G76420,TFmatrixID_0395,Inferred,NAC
AT1G76420,TFmatrixID_0389,Inferred,NAC
AT1G76580,TF_motif_seq_0508,Direct,SBP
AT1G76580,TFmatrixID_0403,Direct,SBP
AT1G76870,TFmatrixID_1439,Direct,Trihelix
AT1G76880,TFmatrixID_1438,Direct,Trihelix
AT1G76890,TFmatrixID_1426,Direct,Trihelix
AT1G76890,TFmatrixID_1429,Direct,Trihelix
AT1G77080,TFmatrixID_0503,Inferred,MIKC_MADS
AT1G77200,TFmatrixID_0691,Direct,ERF
AT1G77200,TFmatrixID_0088,Inferred,ERF
AT1G77200,TFmatrixID_0086,Inferred,ERF
AT1G77200,TFmatrixID_0085,Inferred,ERF
AT1G77200,TFmatrixID_0652,Direct,ERF
AT1G77200,TFmatrixID_0119,Inferred,ERF
AT1G77200,TFmatrixID_0070,Inferred,ERF
AT1G77200,TFmatrixID_0080,Inferred,ERF
AT1G77200,TFmatrixID_0121,Inferred,ERF
AT1G77200,TFmatrixID_0020,Direct,ERF
AT1G77450,TFmatrixID_0381,Inferred,NAC
AT1G77640,TFmatrixID_0757,Direct,ERF
AT1G77640,TFmatrixID_0121,Inferred,ERF
AT1G77850,TF_motif_seq_0335,Direct,ARF
AT1G77920,TF_motif_seq_0271,Direct,bZIP
AT1G77920,TFmatrixID_0827,Direct,bZIP
AT1G77920,TFmatrixID_0856,Direct,bZIP
AT1G77920,TFmatrixID_0185,Direct,bZIP
AT1G77980,TFmatrixID_0470,Inferred,MIKC_MADS
AT1G77980,TFmatrixID_0536,Inferred,MIKC_MADS
AT1G78080,TFmatrixID_0067,Direct,ERF
AT1G78700,TFmatrixID_0884,Direct,BES1
AT1G78700,TFmatrixID_0879,Direct,BES1
AT1G79180,TFmatrixID_1185,Direct,MYB
AT1G79430,TFmatrixID_0345,Inferred,G2-like
AT1G79580,TFmatrixID_1277,Direct,NAC
AT1G79580,TFmatrixID_0397,Inferred,NAC
AT1G79580,TFmatrixID_0392,Inferred,NAC
AT1G79580,TFmatrixID_0383,Inferred,NAC
AT1G79580,TFmatrixID_1280,Direct,NAC
AT1G79700,TFmatrixID_0516,Inferred,AP2
AT1G79700,TFmatrixID_0539,Inferred,AP2
AT1G79840,TFmatrixID_0280,Inferred,HD-ZIP
AT1G80580,TFmatrixID_0061,Inferred,ERF
AT1G80580,TFmatrixID_0072,Inferred,ERF
AT1G80590,TF_motif_seq_0339,Direct,WRKY
AT1G80590,TFmatrixID_0453,Inferred,WRKY
AT1G80590,TFmatrixID_0459,Inferred,WRKY
AT1G80590,TFmatrixID_0454,Inferred,WRKY
AT1G80590,TFmatrixID_0462,Inferred,WRKY
AT1G80590,TFmatrixID_0461,Inferred,WRKY
AT1G80590,TF_motif_seq_0270,Direct,WRKY
AT1G80590,TFmatrixID_0464,Inferred,WRKY
AT1G80590,TFmatrixID_0444,Inferred,WRKY
AT1G80590,TFmatrixID_0463,Inferred,WRKY
AT1G80590,TFmatrixID_0443,Inferred,WRKY
AT1G80590,TFmatrixID_0456,Inferred,WRKY
AT1G80590,TFmatrixID_0468,Inferred,WRKY
AT1G80840,TF_motif_seq_0339,Direct,WRKY
AT1G80840,TFmatrixID_0445,Direct,WRKY
AT1G80840,TFmatrixID_1488,Direct,WRKY
AT1G80840,TFmatrixID_1465,Direct,WRKY
AT1G80840,TF_motif_seq_0270,Direct,WRKY
AT2G01060,TFmatrixID_0340,Direct,G2-like
AT2G01060,TFmatrixID_1031,Direct,G2-like
AT2G01060,TFmatrixID_1032,Direct,G2-like
AT2G01760,TFmatrixID_0017,Direct,ARR-B
AT2G01760,TFmatrixID_0018,Direct,ARR-B
AT2G01760,TFmatrixID_0019,Direct,ARR-B
AT2G01760,TF_motif_seq_0252,Direct,ARR-B
AT2G01760,TFmatrixID_0341,Direct,ARR-B
AT2G01818,TFmatrixID_1374,Direct,NA
AT2G01930,TFmatrixID_0794,Direct,BBR-BPC
AT2G01930,TFmatrixID_0795,Direct,BBR-BPC
AT2G01940,TFmatrixID_0963,Direct,C2H2
AT2G01940,TFmatrixID_0948,Direct,C2H2
AT2G02070,TFmatrixID_0485,Inferred,C2H2
AT2G02070,TFmatrixID_0954,Direct,C2H2
AT2G02070,TFmatrixID_0980,Direct,C2H2
AT2G02080,TFmatrixID_0485,Inferred,C2H2
AT2G02080,TFmatrixID_0950,Direct,C2H2
AT2G02450,TFmatrixID_1320,Direct,NAC
AT2G02820,TFmatrixID_1162,Direct,MYB
AT2G02820,TFmatrixID_1165,Direct,MYB
AT2G03340,TFmatrixID_1482,Direct,WRKY
AT2G03340,TFmatrixID_0451,Inferred,WRKY
AT2G03340,TF_motif_seq_0339,Direct,WRKY
AT2G03340,TFmatrixID_0465,Inferred,WRKY
AT2G03340,TFmatrixID_0449,Inferred,WRKY
AT2G03340,TF_motif_seq_0270,Direct,WRKY
AT2G03340,TFmatrixID_0534,Inferred,WRKY
AT2G03500,TFmatrixID_1027,Direct,G2-like
AT2G03500,TFmatrixID_0337,Inferred,G2-like
AT2G03500,TFmatrixID_1047,Direct,G2-like
AT2G03500,TFmatrixID_0367,Inferred,G2-like
AT2G03710,TFmatrixID_0105,Direct,MIKC_MADS
AT2G03710,TFmatrixID_0537,Direct,MIKC_MADS
AT2G03710,TFmatrixID_0128,Direct,MIKC_MADS
AT2G03710,TFmatrixID_0538,Direct,MIKC_MADS
AT2G03710,TFmatrixID_0104,Direct,MIKC_MADS
AT2G03710,TFmatrixID_0469,Direct,MIKC_MADS
AT2G04038,TFmatrixID_0868,Direct,bZIP
AT2G04038,TFmatrixID_0851,Direct,bZIP
AT2G04880,TFmatrixID_1742,Direct,WRKY
AT2G04880,TFmatrixID_1741,Direct,WRKY
AT2G04880,TFmatrixID_1738,Direct,WRKY
AT2G04880,TFmatrixID_1736,Direct,WRKY
AT2G04880,TFmatrixID_1740,Direct,WRKY
AT2G04880,TFmatrixID_1733,Direct,WRKY
AT2G04880,TFmatrixID_0534,Direct,WRKY
AT2G04880,TFmatrixID_1739,Direct,WRKY
AT2G04880,TFmatrixID_1735,Direct,WRKY
AT2G04880,TF_motif_seq_0066,Direct,WRKY
AT2G04880,TFmatrixID_1737,Direct,WRKY
AT2G04880,TFmatrixID_1734,Direct,WRKY
AT2G06200,TFmatrixID_1052,Direct,GRF
AT2G06200,TFmatrixID_0441,Direct,GRF
AT2G14210,TFmatrixID_0493,Inferred,MIKC_MADS
AT2G14210,TFmatrixID_0499,Inferred,MIKC_MADS
AT2G14210,TFmatrixID_0500,Inferred,MIKC_MADS
AT2G15660,TFmatrixID_1367,Direct,NA
AT2G15740,TFmatrixID_0962,Direct,C2H2
AT2G16720,TFmatrixID_0352,Inferred,MYB
AT2G16720,TFmatrixID_0336,Inferred,MYB
AT2G17180,TFmatrixID_0636,Direct,C2H2
AT2G17410,TFmatrixID_0792,Direct,NA
AT2G17900,TFmatrixID_1368,Direct,NA
AT2G17950,TFmatrixID_1094,Direct,WOX
AT2G17950,TF_motif_seq_0396,Direct,WOX
AT2G17950,TFmatrixID_1083,Direct,WOX
AT2G18060,TFmatrixID_0392,Inferred,NAC
AT2G18060,TFmatrixID_0383,Inferred,NAC
AT2G18060,TFmatrixID_1313,Direct,NAC
AT2G18060,TFmatrixID_0397,Inferred,NAC
AT2G18120,TF_motif_seq_0355,Direct,SRS
AT2G18160,TFmatrixID_0860,Direct,bZIP
AT2G18160,TFmatrixID_0852,Direct,bZIP
AT2G18300,TFmatrixID_0163,Direct,bHLH
AT2G18300,TFmatrixID_0823,Direct,bHLH
AT2G18350,TFmatrixID_1514,Direct,ZF-HD
AT2G18350,TFmatrixID_1511,Direct,ZF-HD
AT2G18380,TF_motif_seq_0237,Direct,GATA
AT2G18380,TFmatrixID_0927,Direct,GATA
AT2G18380,TFmatrixID_0944,Direct,GATA
AT2G18380,TF_motif_seq_0243,Direct,GATA
AT2G18550,TFmatrixID_0298,Inferred,HD-ZIP
AT2G18550,TFmatrixID_1061,Direct,HD-ZIP
AT2G18550,TFmatrixID_1065,Direct,HD-ZIP
AT2G20110,TFmatrixID_0224,Direct,CPP
AT2G20110,TFmatrixID_0999,Direct,CPP
AT2G20110,TFmatrixID_1004,Direct,CPP
AT2G20180,TFmatrixID_0497,Direct,bHLH
AT2G20180,TFmatrixID_0164,Direct,bHLH
AT2G20180,TF_motif_seq_0300,Direct,bHLH
AT2G20400,TFmatrixID_1049,Direct,G2-like
AT2G20400,TFmatrixID_1035,Direct,G2-like
AT2G20570,TFmatrixID_0044,Direct,G2-like
AT2G20570,TFmatrixID_0043,Direct,G2-like
AT2G20880,TFmatrixID_0487,Inferred,ERF
AT2G20880,TFmatrixID_0067,Inferred,ERF
AT2G20880,TFmatrixID_0087,Inferred,ERF
AT2G20880,TFmatrixID_0113,Inferred,ERF
AT2G21060,TFmatrixID_0222,Direct,NA
AT2G21230,TFmatrixID_0186,Direct,bZIP
AT2G21900,TFmatrixID_0458,Inferred,WRKY
AT2G21900,TFmatrixID_0442,Inferred,WRKY
AT2G21900,TFmatrixID_0446,Inferred,WRKY
AT2G21900,TFmatrixID_0460,Inferred,WRKY
AT2G21900,TFmatrixID_0468,Inferred,WRKY
AT2G21900,TFmatrixID_0448,Inferred,WRKY
AT2G21900,TFmatrixID_0457,Inferred,WRKY
AT2G21900,TFmatrixID_0444,Inferred,WRKY
AT2G21900,TFmatrixID_0452,Inferred,WRKY
AT2G21900,TFmatrixID_0454,Inferred,WRKY
AT2G21900,TFmatrixID_0445,Inferred,WRKY
AT2G21900,TFmatrixID_0456,Inferred,WRKY
AT2G21900,TFmatrixID_0464,Inferred,WRKY
AT2G21900,TFmatrixID_0447,Inferred,WRKY
AT2G21900,TFmatrixID_0455,Inferred,WRKY
AT2G21900,TFmatrixID_0466,Inferred,WRKY
AT2G21900,TFmatrixID_0463,Inferred,WRKY
AT2G21900,TFmatrixID_1495,Direct,WRKY
AT2G21900,TFmatrixID_0450,Inferred,WRKY
AT2G21900,TFmatrixID_0453,Inferred,WRKY
AT2G21900,TFmatrixID_0462,Inferred,WRKY
AT2G22200,TFmatrixID_0067,Inferred,ERF
AT2G22300,TFmatrixID_0220,Direct,CAMTA
AT2G22300,TF_motif_seq_0285,Direct,CAMTA
AT2G22430,TFmatrixID_1077,Direct,HD-ZIP
AT2G22430,TF_motif_seq_0474,Direct,HD-ZIP
AT2G22430,TFmatrixID_1087,Direct,HD-ZIP
AT2G22430,TFmatrixID_0281,Direct,HD-ZIP
AT2G22540,TFmatrixID_1128,Direct,MIKC_MADS
AT2G22540,TFmatrixID_0500,Direct,MIKC_MADS
AT2G22540,TFmatrixID_1129,Direct,MIKC_MADS
AT2G22630,TFmatrixID_0499,Inferred,MIKC_MADS
AT2G22750,TFmatrixID_0816,Direct,bHLH
AT2G22800,TFmatrixID_0289,Inferred,HD-ZIP
AT2G22800,TFmatrixID_0283,Inferred,HD-ZIP
AT2G22800,TFmatrixID_0286,Inferred,HD-ZIP
AT2G23290,TFmatrixID_1153,Direct,MYB
AT2G23290,TFmatrixID_0330,Inferred,MYB
AT2G23290,TFmatrixID_1549,Direct,MYB
AT2G23320,TF_motif_seq_0339,Direct,WRKY
AT2G23320,TFmatrixID_1466,Direct,WRKY
AT2G23320,TFmatrixID_1444,Direct,WRKY
AT2G23320,TFmatrixID_0446,Direct,WRKY
AT2G23320,TF_motif_seq_0270,Direct,WRKY
AT2G23340,TFmatrixID_0121,Inferred,ERF
AT2G23340,TFmatrixID_0034,Direct,ERF
AT2G23340,TFmatrixID_0033,Direct,ERF
AT2G23340,TFmatrixID_0673,Direct,ERF
AT2G23340,TFmatrixID_0118,Inferred,ERF
AT2G23340,TFmatrixID_0119,Inferred,ERF
AT2G23340,TFmatrixID_1546,Direct,ERF
AT2G23340,TFmatrixID_0714,Direct,ERF
AT2G24260,TFmatrixID_0174,Inferred,bHLH
AT2G24260,TFmatrixID_0506,Inferred,bHLH
AT2G24260,TFmatrixID_0558,Inferred,bHLH
AT2G24260,TFmatrixID_0505,Inferred,bHLH
AT2G24260,TFmatrixID_0164,Inferred,bHLH
AT2G24260,TFmatrixID_0176,Inferred,bHLH
AT2G24260,TFmatrixID_0163,Inferred,bHLH
AT2G24260,TFmatrixID_0177,Inferred,bHLH
AT2G24260,TFmatrixID_0159,Inferred,bHLH
AT2G24260,TFmatrixID_0179,Inferred,bHLH
AT2G24260,TFmatrixID_0169,Inferred,bHLH
AT2G24260,TFmatrixID_0170,Inferred,bHLH
AT2G24260,TFmatrixID_0507,Inferred,bHLH
AT2G24260,TFmatrixID_0559,Inferred,bHLH
AT2G24260,TFmatrixID_0166,Inferred,bHLH
AT2G24260,TFmatrixID_0161,Inferred,bHLH
AT2G24260,TFmatrixID_0497,Inferred,bHLH
AT2G24430,TFmatrixID_0390,Inferred,NAC
AT2G24430,TFmatrixID_0388,Inferred,NAC
AT2G24430,TFmatrixID_0393,Inferred,NAC
AT2G24430,TFmatrixID_0389,Inferred,NAC
AT2G24430,TFmatrixID_0395,Inferred,NAC
AT2G24430,TFmatrixID_0391,Inferred,NAC
AT2G24430,TFmatrixID_0396,Inferred,NAC
AT2G24430,TFmatrixID_1357,Direct,NAC
AT2G24430,TFmatrixID_1317,Direct,NAC
AT2G24430,TFmatrixID_0386,Inferred,NAC
AT2G24430,TFmatrixID_0394,Inferred,NAC
AT2G24570,TF_motif_seq_0339,Direct,WRKY
AT2G24570,TFmatrixID_1490,Direct,WRKY
AT2G24570,TFmatrixID_1499,Direct,WRKY
AT2G24570,TFmatrixID_0447,Direct,WRKY
AT2G24570,TF_motif_seq_0270,Direct,WRKY
AT2G25000,TF_motif_seq_0270,Direct,WRKY
AT2G25000,TF_motif_seq_0339,Direct,WRKY
AT2G25000,TFmatrixID_0448,Direct,WRKY
AT2G25180,TF_motif_seq_0252,Direct,ARR-B
AT2G25650,TFmatrixID_0416,Inferred,GeBP
AT2G25820,TFmatrixID_0080,Inferred,ERF
AT2G25820,TFmatrixID_0088,Inferred,ERF
AT2G26150,TF_motif_seq_0010,Direct,HSF
AT2G26580,TFmatrixID_0634,Direct,YABBY
AT2G26580,TFmatrixID_0413,Direct,YABBY
AT2G26960,TFmatrixID_1203,Direct,MYB
AT2G26960,TFmatrixID_1178,Direct,MYB
AT2G27050,TFmatrixID_0255,Direct,EIL
AT2G27300,TFmatrixID_1689,Direct,NAC
AT2G27300,TFmatrixID_1691,Direct,NAC
AT2G27300,TFmatrixID_1683,Direct,NAC
AT2G27300,TFmatrixID_1688,Direct,NAC
AT2G27300,TFmatrixID_1321,Direct,NAC
AT2G27300,TFmatrixID_1690,Direct,NAC
AT2G27300,TFmatrixID_1687,Direct,NAC
AT2G27300,TFmatrixID_1692,Direct,NAC
AT2G27300,TFmatrixID_1686,Direct,NAC
AT2G27300,TFmatrixID_1685,Direct,NAC
AT2G27300,TFmatrixID_1684,Direct,NAC
AT2G28340,TFmatrixID_0269,Inferred,GATA
AT2G28340,TFmatrixID_0266,Inferred,GATA
AT2G28340,TFmatrixID_0270,Inferred,GATA
AT2G28340,TFmatrixID_0267,Inferred,GATA
AT2G28340,TFmatrixID_0259,Inferred,GATA
AT2G28340,TFmatrixID_0260,Inferred,GATA
AT2G28350,TF_motif_seq_0335,Direct,ARF
AT2G28510,TF_motif_seq_0239,Direct,Dof
AT2G28550,TFmatrixID_0621,Direct,AP2
AT2G28550,TFmatrixID_0623,Direct,AP2
AT2G28550,TFmatrixID_0622,Direct,AP2
AT2G28710,TFmatrixID_0214,Inferred,C2H2
AT2G28710,TFmatrixID_0215,Inferred,C2H2
AT2G28710,TFmatrixID_0216,Inferred,C2H2
AT2G28810,TF_motif_seq_0239,Direct,Dof
AT2G28810,TFmatrixID_0890,Direct,Dof
AT2G28810,TFmatrixID_0893,Direct,Dof
AT2G28920,TFmatrixID_1366,Direct,NA
AT2G30130,TFmatrixID_0303,Inferred,LBD
AT2G30130,TFmatrixID_0304,Inferred,LBD
AT2G30250,TFmatrixID_1450,Direct,WRKY
AT2G30250,TFmatrixID_1467,Direct,WRKY
AT2G30250,TF_motif_seq_0270,Direct,WRKY
AT2G30250,TF_motif_seq_0339,Direct,WRKY
AT2G30250,TFmatrixID_0449,Direct,WRKY
AT2G30340,TFmatrixID_1120,Direct,LBD
AT2G30340,TFmatrixID_1124,Direct,LBD
AT2G30590,TF_motif_seq_0270,Direct,WRKY
AT2G30590,TFmatrixID_1480,Direct,WRKY
AT2G30590,TF_motif_seq_0339,Direct,WRKY
AT2G30590,TFmatrixID_0450,Direct,WRKY
AT2G30590,TFmatrixID_1487,Direct,WRKY
AT2G31070,TFmatrixID_0423,Inferred,TCP
AT2G31070,TFmatrixID_0430,Inferred,TCP
AT2G31070,TFmatrixID_0440,Inferred,TCP
AT2G31070,TFmatrixID_0436,Inferred,TCP
AT2G31070,TFmatrixID_0425,Inferred,TCP
AT2G31220,TFmatrixID_0809,Direct,bHLH
AT2G31220,TFmatrixID_0805,Direct,bHLH
AT2G31230,TFmatrixID_0671,Direct,ERF
AT2G31230,TFmatrixID_0068,Direct,ERF
AT2G31230,TFmatrixID_0656,Direct,ERF
AT2G31370,TFmatrixID_0188,Inferred,bZIP
AT2G31460,TFmatrixID_1379,Direct,NA
AT2G32370,TFmatrixID_0290,Inferred,HD-ZIP
AT2G32460,TFmatrixID_1155,Direct,MYB
AT2G32460,TFmatrixID_1208,Direct,MYB
AT2G33480,TFmatrixID_0387,Inferred,NAC
AT2G33550,TFmatrixID_1427,Direct,Trihelix
AT2G33550,TFmatrixID_1440,Direct,Trihelix
AT2G33710,TFmatrixID_0663,Direct,ERF
AT2G33710,TFmatrixID_0069,Direct,ERF
AT2G33710,TFmatrixID_0693,Direct,ERF
AT2G33810,TF_motif_seq_0508,Direct,SBP
AT2G33810,TFmatrixID_1393,Direct,SBP
AT2G33810,TFmatrixID_0522,Direct,SBP
AT2G33810,TFmatrixID_1396,Direct,SBP
AT2G33810,TF_motif_seq_0244,Direct,SBP
AT2G33860,TF_motif_seq_0335,Direct,ARF
AT2G33860,TFmatrixID_0040,Direct,ARF
AT2G33860,TFmatrixID_0041,Direct,ARF
AT2G34140,TF_motif_seq_0239,Direct,Dof
AT2G34710,TFmatrixID_0542,Inferred,HD-ZIP
AT2G34710,TFmatrixID_0518,Inferred,HD-ZIP
AT2G34830,TFmatrixID_0442,Inferred,WRKY
AT2G34830,TFmatrixID_0448,Inferred,WRKY
AT2G34830,TFmatrixID_0456,Inferred,WRKY
AT2G34830,TFmatrixID_0463,Inferred,WRKY
AT2G34830,TFmatrixID_0446,Inferred,WRKY
AT2G34830,TFmatrixID_0466,Inferred,WRKY
AT2G34830,TFmatrixID_0458,Inferred,WRKY
AT2G34830,TFmatrixID_0452,Inferred,WRKY
AT2G34830,TFmatrixID_0455,Inferred,WRKY
AT2G34830,TFmatrixID_0460,Inferred,WRKY
AT2G34830,TFmatrixID_0461,Inferred,WRKY
AT2G34830,TF_motif_seq_0339,Direct,WRKY
AT2G34830,TFmatrixID_0457,Inferred,WRKY
AT2G34830,TFmatrixID_0444,Inferred,WRKY
AT2G34830,TFmatrixID_0447,Inferred,WRKY
AT2G34830,TFmatrixID_0464,Inferred,WRKY
AT2G34830,TFmatrixID_0450,Inferred,WRKY
AT2G34830,TFmatrixID_0462,Inferred,WRKY
AT2G34830,TFmatrixID_0445,Inferred,WRKY
AT2G34830,TFmatrixID_0454,Inferred,WRKY
AT2G34830,TF_motif_seq_0270,Direct,WRKY
AT2G34830,TFmatrixID_0468,Inferred,WRKY
AT2G34830,TFmatrixID_0453,Inferred,WRKY
AT2G35530,TFmatrixID_0190,Inferred,bZIP
AT2G35530,TFmatrixID_0181,Inferred,bZIP
AT2G35530,TFmatrixID_0489,Inferred,bZIP
AT2G35530,TFmatrixID_0864,Direct,bZIP
AT2G35530,TFmatrixID_0194,Inferred,bZIP
AT2G35530,TFmatrixID_0842,Direct,bZIP
AT2G35700,TFmatrixID_0694,Direct,ERF
AT2G35700,TFmatrixID_0070,Inferred,ERF
AT2G35700,TFmatrixID_0080,Inferred,ERF
AT2G35700,TFmatrixID_0084,Inferred,ERF
AT2G35700,TFmatrixID_0085,Inferred,ERF
AT2G35700,TFmatrixID_0121,Inferred,ERF
AT2G35700,TFmatrixID_0088,Inferred,ERF
AT2G35700,TFmatrixID_0086,Inferred,ERF
AT2G36010,TFmatrixID_1007,Direct,E2F/DP
AT2G36010,TFmatrixID_1009,Direct,E2F/DP
AT2G36010,TF_motif_seq_0456,Direct,E2F/DP
AT2G36270,TFmatrixID_0846,Direct,bZIP
AT2G36270,TFmatrixID_0849,Direct,bZIP
AT2G36270,TFmatrixID_0187,Direct,bZIP
AT2G36450,TFmatrixID_0070,Direct,ERF
AT2G36610,TFmatrixID_0282,Direct,HD-ZIP
AT2G37260,TFmatrixID_0451,Inferred,WRKY
AT2G37260,TFmatrixID_0465,Inferred,WRKY
AT2G37260,TFmatrixID_0449,Inferred,WRKY
AT2G37260,TF_motif_seq_0339,Direct,WRKY
AT2G37260,TF_motif_seq_0270,Direct,WRKY
AT2G37260,TFmatrixID_0534,Inferred,WRKY
AT2G37430,TFmatrixID_0214,Inferred,C2H2
AT2G37430,TFmatrixID_0216,Inferred,C2H2
AT2G37430,TFmatrixID_0215,Inferred,C2H2
AT2G37590,TFmatrixID_0897,Direct,Dof
AT2G37590,TFmatrixID_0234,Direct,Dof
AT2G37590,TFmatrixID_0914,Direct,Dof
AT2G37590,TF_motif_seq_0239,Direct,Dof
AT2G38090,TFmatrixID_1275,Direct,MYB
AT2G38300,TFmatrixID_1044,Direct,G2-like
AT2G38340,TFmatrixID_0666,Direct,ERF
AT2G38340,TFmatrixID_0702,Direct,ERF
AT2G38340,TF_motif_seq_0292,Direct,ERF
AT2G38470,TF_motif_seq_0339,Direct,WRKY
AT2G38470,TF_motif_seq_0270,Direct,WRKY
AT2G38470,TFmatrixID_1468,Direct,WRKY
AT2G38470,TFmatrixID_0451,Direct,WRKY
AT2G38880,TF_motif_seq_0257,Direct,NF-YB
AT2G38880,TFmatrixID_0997,Direct,NF-YB
AT2G39250,TFmatrixID_0498,Inferred,AP2
AT2G39900,TFmatrixID_1112,Direct,NA
AT2G40220,TFmatrixID_0060,Inferred,ERF
AT2G40220,TFmatrixID_0113,Inferred,ERF
AT2G40220,TFmatrixID_0067,Inferred,ERF
AT2G40220,TFmatrixID_0487,Inferred,ERF
AT2G40220,TF_motif_seq_0421,Direct,ERF
AT2G40260,TFmatrixID_1025,Direct,G2-like
AT2G40260,TFmatrixID_1038,Direct,G2-like
AT2G40340,TFmatrixID_0066,Inferred,ERF
AT2G40340,TFmatrixID_1554,Direct,ERF
AT2G40340,TFmatrixID_0772,Direct,ERF
AT2G40340,TFmatrixID_0038,Direct,ERF
AT2G40340,TFmatrixID_0037,Direct,ERF
AT2G40350,TFmatrixID_0066,Inferred,ERF
AT2G40620,TFmatrixID_0853,Direct,bZIP
AT2G40620,TFmatrixID_0188,Direct,bZIP
AT2G40620,TFmatrixID_0835,Direct,bZIP
AT2G40740,TF_motif_seq_0270,Direct,WRKY
AT2G40740,TFmatrixID_0456,Inferred,WRKY
AT2G40740,TFmatrixID_0455,Inferred,WRKY
AT2G40740,TFmatrixID_0443,Inferred,WRKY
AT2G40740,TFmatrixID_0454,Inferred,WRKY
AT2G40740,TFmatrixID_0446,Inferred,WRKY
AT2G40740,TFmatrixID_0468,Inferred,WRKY
AT2G40740,TFmatrixID_0458,Inferred,WRKY
AT2G40740,TFmatrixID_0459,Inferred,WRKY
AT2G40740,TFmatrixID_0460,Inferred,WRKY
AT2G40740,TFmatrixID_0442,Inferred,WRKY
AT2G40740,TFmatrixID_0452,Inferred,WRKY
AT2G40740,TFmatrixID_0463,Inferred,WRKY
AT2G40740,TFmatrixID_0457,Inferred,WRKY
AT2G40740,TFmatrixID_0464,Inferred,WRKY
AT2G40740,TFmatrixID_0453,Inferred,WRKY
AT2G40740,TFmatrixID_1460,Direct,WRKY
AT2G40740,TFmatrixID_0450,Inferred,WRKY
AT2G40740,TF_motif_seq_0339,Direct,WRKY
AT2G40740,TFmatrixID_0461,Inferred,WRKY
AT2G40740,TFmatrixID_0447,Inferred,WRKY
AT2G40740,TFmatrixID_0444,Inferred,WRKY
AT2G40750,TFmatrixID_0463,Inferred,WRKY
AT2G40750,TFmatrixID_0454,Inferred,WRKY
AT2G40750,TFmatrixID_0464,Inferred,WRKY
AT2G40750,TFmatrixID_0456,Inferred,WRKY
AT2G40750,TFmatrixID_0459,Inferred,WRKY
AT2G40750,TFmatrixID_0453,Inferred,WRKY
